antecedents,consequents
"frozenset({'Bad and Boujee (feat. Lil Uzi Vert)', 'Slippery (feat. Gucci Mane)', 'Tunnel Vision'})",frozenset({'Mask Off'})
"frozenset({'Bad and Boujee (feat. Lil Uzi Vert)', 'Slippery (feat. Gucci Mane)'})","frozenset({'X (feat. Future)', 'iSpy (feat. Lil Yachty)', 'Congratulations', 'DNA.', 'You Was Right', 'No Problem (feat. Lil Wayne & 2 Chainz)', 'T-Shirt', 'pick up the phone', 'Caroline', 'Swang', 'Black Beatles', 'Broccoli (feat. Lil Yachty)', 'Tunnel Vision', 'Bank Account', 'HUMBLE.', 'Mask Off', 'Bounce Back', 'goosebumps', 'XO TOUR Llif3'})"
"frozenset({'Bad and Boujee (feat. Lil Uzi Vert)', 'Swang'})","frozenset({'X (feat. Future)', 'Broccoli (feat. Lil Yachty)', 'iSpy (feat. Lil Yachty)', 'Congratulations', 'Tunnel Vision', 'You Was Right', 'T-Shirt', 'HUMBLE.', 'Caroline', 'Mask Off', 'Fake Love', 'Bounce Back', 'goosebumps', 'Black Beatles', 'XO TOUR Llif3', 'Slippery (feat. Gucci Mane)'})"
"frozenset({'Bad and Boujee (feat. Lil Uzi Vert)', 'T-Shirt', 'Black Beatles'})","frozenset({'Bounce Back', 'Mask Off'})"
"frozenset({'Bad and Boujee (feat. Lil Uzi Vert)', 'T-Shirt', 'Bounce Back'})","frozenset({'Broccoli (feat. Lil Yachty)', 'iSpy (feat. Lil Yachty)', 'Congratulations', 'HUMBLE.', 'Caroline', 'Mask Off', 'XO TOUR Llif3', 'Black Beatles', 'Slippery (feat. Gucci Mane)'})"
"frozenset({'Bad and Boujee (feat. Lil Uzi Vert)', 'T-Shirt', 'Fake Love'})","frozenset({'Bounce Back', 'Mask Off'})"
"frozenset({'Bad and Boujee (feat. Lil Uzi Vert)', 'T-Shirt', 'HUMBLE.', 'Mask Off'})","frozenset({'Bounce Back', 'XO TOUR Llif3'})"
"frozenset({'Bad and Boujee (feat. Lil Uzi Vert)', 'T-Shirt', 'HUMBLE.'})","frozenset({'iSpy (feat. Lil Yachty)', 'Congratulations', 'DNA.', 'Caroline', 'Mask Off', 'Bounce Back', 'goosebumps', 'XO TOUR Llif3', 'Slippery (feat. Gucci Mane)'})"
"frozenset({'Bad and Boujee (feat. Lil Uzi Vert)', 'T-Shirt', 'Mask Off'})","frozenset({'X (feat. Future)', 'Broccoli (feat. Lil Yachty)', 'iSpy (feat. Lil Yachty)', 'Congratulations', 'Tunnel Vision', 'DNA.', 'HUMBLE.', 'Caroline', 'XO TOUR Llif3', 'Fake Love', 'Bounce Back', 'goosebumps', 'Black Beatles', 'Swang', 'Slippery (feat. Gucci Mane)'})"
"frozenset({'Bad and Boujee (feat. Lil Uzi Vert)', 'T-Shirt', 'Slippery (feat. Gucci Mane)'})","frozenset({'HUMBLE.', 'Caroline', 'Mask Off', 'Bounce Back', 'goosebumps', 'XO TOUR Llif3'})"
"frozenset({'Bad and Boujee (feat. Lil Uzi Vert)', 'T-Shirt', 'Swang'})",frozenset({'Mask Off'})
"frozenset({'Bad and Boujee (feat. Lil Uzi Vert)', 'T-Shirt', 'Tunnel Vision'})",frozenset({'Mask Off'})
"frozenset({'Bad and Boujee (feat. Lil Uzi Vert)', 'T-Shirt', 'X (feat. Future)'})",frozenset({'Mask Off'})
"frozenset({'Bad and Boujee (feat. Lil Uzi Vert)', 'T-Shirt', 'goosebumps'})","frozenset({'iSpy (feat. Lil Yachty)', 'HUMBLE.', 'Mask Off', 'Bounce Back', 'XO TOUR Llif3', 'Slippery (feat. Gucci Mane)'})"
"frozenset({'Bad and Boujee (feat. Lil Uzi Vert)', 'T-Shirt'})","frozenset({'X (feat. Future)', 'iSpy (feat. Lil Yachty)', 'Congratulations', 'DNA.', 'Moves', 'You Was Right', 'No Problem (feat. Lil Wayne & 2 Chainz)', 'pick up the phone', 'Caroline', 'Fake Love', 'Money Longer', 'Black Beatles', 'Broccoli (feat. Lil Yachty)', 'Swang', 'Tunnel Vision', 'HUMBLE.', 'Mask Off', 'Bounce Back', 'goosebumps', 'XO TOUR Llif3', 'Slippery (feat. Gucci Mane)'})"
"frozenset({'Bad and Boujee (feat. Lil Uzi Vert)', 'Tunnel Vision'})","frozenset({'Swang', 'X (feat. Future)', 'Broccoli (feat. Lil Yachty)', 'iSpy (feat. Lil Yachty)', 'Congratulations', 'You Was Right', 'T-Shirt', 'HUMBLE.', 'Caroline', 'Mask Off', 'Fake Love', 'Bounce Back', 'goosebumps', 'Money Longer', 'Black Beatles', 'XO TOUR Llif3', 'Slippery (feat. Gucci Mane)'})"
"frozenset({'Bad and Boujee (feat. Lil Uzi Vert)', 'White Iverson'})","frozenset({'Bounce Back', 'Broccoli (feat. Lil Yachty)'})"
"frozenset({'Bad and Boujee (feat. Lil Uzi Vert)', 'X (feat. Future)', 'HUMBLE.'})","frozenset({'Bounce Back', 'Mask Off'})"
"frozenset({'Bad and Boujee (feat. Lil Uzi Vert)', 'X (feat. Future)', 'Mask Off'})","frozenset({'Bounce Back', 'T-Shirt', 'HUMBLE.'})"
"frozenset({'Bad and Boujee (feat. Lil Uzi Vert)', 'X (feat. Future)'})","frozenset({'iSpy (feat. Lil Yachty)', 'Congratulations', 'You Was Right', 'No Problem (feat. Lil Wayne & 2 Chainz)', 'T-Shirt', 'pick up the phone', 'Caroline', 'Fake Love', 'Money Longer', 'Black Beatles', 'Broccoli (feat. Lil Yachty)', 'Swang', 'Tunnel Vision', 'Low Life', 'Chill Bill', 'HUMBLE.', 'No Heart', 'Mask Off', 'Bounce Back', 'goosebumps', 'XO TOUR Llif3', 'Slippery (feat. Gucci Mane)'})"
"frozenset({'Bad and Boujee (feat. Lil Uzi Vert)', 'XO TOUR Llif3', 'Bounce Back'})","frozenset({'T-Shirt', 'HUMBLE.', 'Congratulations', 'iSpy (feat. Lil Yachty)', 'Mask Off', 'Slippery (feat. Gucci Mane)'})"
"frozenset({'Bad and Boujee (feat. Lil Uzi Vert)', 'XO TOUR Llif3', 'DNA.', 'HUMBLE.'})",frozenset({'Mask Off'})
"frozenset({'Bad and Boujee (feat. Lil Uzi Vert)', 'XO TOUR Llif3', 'DNA.', 'Mask Off'})",frozenset({'HUMBLE.'})
"frozenset({'Bad and Boujee (feat. Lil Uzi Vert)', 'XO TOUR Llif3', 'DNA.'})","frozenset({'HUMBLE.', 'Mask Off'})"
"frozenset({'Bad and Boujee (feat. Lil Uzi Vert)', 'XO TOUR Llif3', 'Fake Love'})",frozenset({'HUMBLE.'})
"frozenset({'Bad and Boujee (feat. Lil Uzi Vert)', 'XO TOUR Llif3', 'HUMBLE.', 'Mask Off'})","frozenset({'T-Shirt', 'iSpy (feat. Lil Yachty)', 'Congratulations', 'DNA.', 'Bounce Back', 'goosebumps', 'Slippery (feat. Gucci Mane)'})"
"frozenset({'Bad and Boujee (feat. Lil Uzi Vert)', 'XO TOUR Llif3', 'HUMBLE.', 'goosebumps'})",frozenset({'Mask Off'})
"frozenset({'Bad and Boujee (feat. Lil Uzi Vert)', 'XO TOUR Llif3', 'HUMBLE.'})","frozenset({'Broccoli (feat. Lil Yachty)', 'iSpy (feat. Lil Yachty)', 'Congratulations', 'Tunnel Vision', 'DNA.', 'T-Shirt', 'Caroline', 'Mask Off', 'Fake Love', 'Bounce Back', 'goosebumps', 'Swang', 'Slippery (feat. Gucci Mane)'})"
"frozenset({'Bad and Boujee (feat. Lil Uzi Vert)', 'XO TOUR Llif3', 'Mask Off'})","frozenset({'Broccoli (feat. Lil Yachty)', 'iSpy (feat. Lil Yachty)', 'Congratulations', 'Tunnel Vision', 'DNA.', 'T-Shirt', 'HUMBLE.', 'Caroline', 'Bounce Back', 'goosebumps', 'Swang', 'Slippery (feat. Gucci Mane)'})"
"frozenset({'Bad and Boujee (feat. Lil Uzi Vert)', 'XO TOUR Llif3', 'Slippery (feat. Gucci Mane)'})","frozenset({'T-Shirt', 'HUMBLE.', 'Congratulations', 'Mask Off', 'Bounce Back', 'goosebumps'})"
"frozenset({'Bad and Boujee (feat. Lil Uzi Vert)', 'XO TOUR Llif3', 'Swang'})","frozenset({'HUMBLE.', 'Mask Off'})"
"frozenset({'Bad and Boujee (feat. Lil Uzi Vert)', 'XO TOUR Llif3', 'T-Shirt', 'HUMBLE.'})",frozenset({'Mask Off'})
"frozenset({'Bad and Boujee (feat. Lil Uzi Vert)', 'XO TOUR Llif3', 'T-Shirt', 'Mask Off'})",frozenset({'HUMBLE.'})
"frozenset({'Bad and Boujee (feat. Lil Uzi Vert)', 'XO TOUR Llif3', 'T-Shirt'})","frozenset({'HUMBLE.', 'Congratulations', 'Mask Off', 'Bounce Back', 'goosebumps', 'Slippery (feat. Gucci Mane)'})"
"frozenset({'Bad and Boujee (feat. Lil Uzi Vert)', 'XO TOUR Llif3', 'Tunnel Vision'})","frozenset({'HUMBLE.', 'Mask Off'})"
"frozenset({'Bad and Boujee (feat. Lil Uzi Vert)', 'XO TOUR Llif3', 'goosebumps', 'Mask Off'})",frozenset({'HUMBLE.'})
"frozenset({'Bad and Boujee (feat. Lil Uzi Vert)', 'XO TOUR Llif3', 'goosebumps'})","frozenset({'T-Shirt', 'HUMBLE.', 'Congratulations', 'Mask Off', 'Bounce Back', 'Slippery (feat. Gucci Mane)'})"
"frozenset({'Bad and Boujee (feat. Lil Uzi Vert)', 'XO TOUR Llif3'})","frozenset({'X (feat. Future)', 'iSpy (feat. Lil Yachty)', 'Congratulations', 'DNA.', 'You Was Right', 'No Problem (feat. Lil Wayne & 2 Chainz)', 'T-Shirt', 'pick up the phone', 'Caroline', 'Fake Love', 'Money Longer', 'Swang', 'Broccoli (feat. Lil Yachty)', 'Black Beatles', 'Tunnel Vision', 'Drowning (feat. Kodak Black)', 'Bank Account', 'HUMBLE.', 'Mask Off', 'Bounce Back', 'goosebumps', 'Magnolia', 'Slippery (feat. Gucci Mane)'})"
"frozenset({'Bad and Boujee (feat. Lil Uzi Vert)', 'You Was Right', 'Bounce Back'})","frozenset({'X (feat. Future)', 'iSpy (feat. Lil Yachty)', 'Mask Off'})"
"frozenset({'Bad and Boujee (feat. Lil Uzi Vert)', 'You Was Right', 'HUMBLE.'})",frozenset({'Mask Off'})
"frozenset({'Bad and Boujee (feat. Lil Uzi Vert)', 'You Was Right', 'Mask Off'})","frozenset({'Bounce Back', 'HUMBLE.'})"
"frozenset({'Bad and Boujee (feat. Lil Uzi Vert)', 'You Was Right', 'X (feat. Future)'})",frozenset({'Bounce Back'})
"frozenset({'Bad and Boujee (feat. Lil Uzi Vert)', 'You Was Right'})","frozenset({'X (feat. Future)', 'iSpy (feat. Lil Yachty)', 'Congratulations', 'No Problem (feat. Lil Wayne & 2 Chainz)', 'T-Shirt', 'pick up the phone', 'Caroline', 'Fake Love', 'Money Longer', 'Black Beatles', 'Broccoli (feat. Lil Yachty)', 'Swang', 'Tunnel Vision', 'Chill Bill', 'HUMBLE.', 'Mask Off', 'Bounce Back', 'goosebumps', 'XO TOUR Llif3', 'Slippery (feat. Gucci Mane)'})"
"frozenset({'Bad and Boujee (feat. Lil Uzi Vert)', 'goosebumps', 'Fake Love'})",frozenset({'Bounce Back'})
"frozenset({'Bad and Boujee (feat. Lil Uzi Vert)', 'goosebumps', 'HUMBLE.'})","frozenset({'T-Shirt', 'iSpy (feat. Lil Yachty)', 'Congratulations', 'Caroline', 'Bounce Back', 'XO TOUR Llif3', 'Broccoli (feat. Lil Yachty)'})"
"frozenset({'Bad and Boujee (feat. Lil Uzi Vert)', 'goosebumps', 'Mask Off'})","frozenset({'iSpy (feat. Lil Yachty)', 'Congratulations', 'T-Shirt', 'HUMBLE.', 'Caroline', 'Bounce Back', 'XO TOUR Llif3', 'Slippery (feat. Gucci Mane)'})"
"frozenset({'Bad and Boujee (feat. Lil Uzi Vert)', 'goosebumps', 'Slippery (feat. Gucci Mane)'})","frozenset({'T-Shirt', 'HUMBLE.', 'Mask Off', 'Bounce Back', 'XO TOUR Llif3'})"
"frozenset({'Bad and Boujee (feat. Lil Uzi Vert)', 'goosebumps'})","frozenset({'X (feat. Future)', 'iSpy (feat. Lil Yachty)', 'Congratulations', 'DNA.', 'You Was Right', 'No Problem (feat. Lil Wayne & 2 Chainz)', 'T-Shirt', 'pick up the phone', 'Caroline', 'Fake Love', 'Swang', 'Broccoli (feat. Lil Yachty)', 'Black Beatles', 'Tunnel Vision', 'HUMBLE.', 'Mask Off', 'Bounce Back', 'XO TOUR Llif3', 'Slippery (feat. Gucci Mane)'})"
"frozenset({'Bad and Boujee (feat. Lil Uzi Vert)', 'pick up the phone'})","frozenset({'X (feat. Future)', 'Broccoli (feat. Lil Yachty)', 'iSpy (feat. Lil Yachty)', 'Congratulations', 'You Was Right', 'No Problem (feat. Lil Wayne & 2 Chainz)', 'T-Shirt', 'HUMBLE.', 'Caroline', 'Mask Off', 'XO TOUR Llif3', 'Bounce Back', 'goosebumps', 'Money Longer', 'Black Beatles', 'Slippery (feat. Gucci Mane)'})"
frozenset({'Bad and Boujee (feat. Lil Uzi Vert)'}),"frozenset({'X (feat. Future)', 'Starboy', 'Congratulations', ""I Don't Fuck With You"", '2 Phones', 'Portland', 'T-Shirt', 'Fake Love', 'Money Longer', 'Famous', 'Jumpman', 'F*ck Up Some Commas', 'DEVASTATED', 'Antidote', 'Rolex', 'Tunnel Vision', 'Erase Your Social', 'White Iverson', 'No Type', 'Mask Off', 'Butterfly Effect', 'Passionfruit', 'goosebumps', 'Come Get Her', 'Swimming Pools (Drank)', 'For Free', 'iSpy (feat. Lil Yachty)', 'Champions', 'rockstar', 'DNA.', 'Controlla', 'Moves', 'OOOUUU', 'You Was Right', 'No Problem (feat. Lil Wayne & 2 Chainz)', 'No Role Modelz', 'Wyclef Jean', 'pick up the phone', 'Bodak Yellow', 'm.A.A.d city', 'Caroline', 'R.I.C.O. (feat. Drake)', 'One Dance', 'Swang', 'Broccoli (feat. Lil Yachty)', 'Black Beatles', 'What They Want', 'Father Stretch My Hands Pt. 1', 'Too Good', 'Ni**as In Paris', '679 (feat. Remy Boyz)', ""I'm the One"", 'Low Life', 'Uber Everywhere', 'Unforgettable', 'Both (feat. Drake)', 'Drowning (feat. Kodak Black)', 'Pop Style', ""F**kin' Problems"", 'Bank Account', 'No Hands (feat. Roscoe Dash and Wale) - Explicit Album Version', 'Chill Bill', 'Selfish', 'HUMBLE.', 'Deja Vu', 'No Heart', 'Panda', 'Bounce Back', 'One Night', 'Get Right Witcha', 'Magnolia', 'Sneakin’', 'XO TOUR Llif3', 'Slippery (feat. Gucci Mane)'})"
"frozenset({'Bank Account', 'Butterfly Effect'})","frozenset({'HUMBLE.', 'XO TOUR Llif3'})"
"frozenset({'Bank Account', 'DNA.'})","frozenset({'HUMBLE.', 'XO TOUR Llif3', 'Slippery (feat. Gucci Mane)'})"
"frozenset({'Bank Account', 'HUMBLE.', 'Mask Off'})","frozenset({'XO TOUR Llif3', 'Slippery (feat. Gucci Mane)'})"
"frozenset({'Bank Account', 'HUMBLE.', 'XO TOUR Llif3'})",frozenset({'Mask Off'})
"frozenset({'Bank Account', 'HUMBLE.'})","frozenset({'Congratulations', 'DNA.', 'T-Shirt', 'Mask Off', 'Butterfly Effect', 'Bounce Back', 'goosebumps', 'Bad and Boujee (feat. Lil Uzi Vert)', 'XO TOUR Llif3', 'Slippery (feat. Gucci Mane)'})"
"frozenset({'Bank Account', 'Magnolia'})",frozenset({'XO TOUR Llif3'})
"frozenset({'Bank Account', 'Mask Off', 'XO TOUR Llif3'})",frozenset({'HUMBLE.'})
"frozenset({'Bank Account', 'Mask Off'})","frozenset({'Congratulations', 'T-Shirt', 'HUMBLE.', 'Bounce Back', 'goosebumps', 'Bad and Boujee (feat. Lil Uzi Vert)', 'XO TOUR Llif3', 'Slippery (feat. Gucci Mane)'})"
"frozenset({'Bank Account', 'T-Shirt'})","frozenset({'HUMBLE.', 'Mask Off', 'XO TOUR Llif3', 'Slippery (feat. Gucci Mane)'})"
"frozenset({'Bank Account', 'Tunnel Vision'})","frozenset({'XO TOUR Llif3', 'Slippery (feat. Gucci Mane)'})"
"frozenset({'Bank Account', 'XO TOUR Llif3'})","frozenset({'Congratulations', 'T-Shirt', 'HUMBLE.', 'Mask Off', 'Butterfly Effect', 'goosebumps', 'Slippery (feat. Gucci Mane)', 'Magnolia', 'Bad and Boujee (feat. Lil Uzi Vert)'})"
"frozenset({'Bank Account', 'goosebumps'})","frozenset({'HUMBLE.', 'Mask Off', 'XO TOUR Llif3', 'Slippery (feat. Gucci Mane)'})"
frozenset({'Bank Account'}),"frozenset({'X (feat. Future)', 'iSpy (feat. Lil Yachty)', 'rockstar', 'Congratulations', 'DNA.', 'Portland', 'T-Shirt', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Swang', 'Tunnel Vision', 'Unforgettable', 'Drowning (feat. Kodak Black)', 'HUMBLE.', 'Mask Off', 'Butterfly Effect', 'Bounce Back', 'goosebumps', 'Magnolia', 'XO TOUR Llif3', 'Slippery (feat. Gucci Mane)'})"
"frozenset({'Barefoot Blue Jean Night', 'Chicken Fried'})","frozenset({'House Party', 'Wagon Wheel', 'Crash And Burn', 'Knee Deep (feat. Jimmy Buffett)'})"
"frozenset({'Barefoot Blue Jean Night', 'House Party'})","frozenset({'Play It Again', 'Crash And Burn', 'Chicken Fried', 'Leave The Night On', 'Die A Happy Man'})"
"frozenset({'Barefoot Blue Jean Night', 'Knee Deep (feat. Jimmy Buffett)'})",frozenset({'Chicken Fried'})
"frozenset({'Barefoot Blue Jean Night', 'Wagon Wheel'})",frozenset({'Chicken Fried'})
frozenset({'Barefoot Blue Jean Night'}),"frozenset({'I Like The Sound Of That', 'Wagon Wheel', 'Sun Daze', 'Play It Again', 'Snapback', ""Don't It"", 'Leave The Night On', 'Get Me Some Of That', 'T-Shirt', 'Let Me See Ya Girl', ""Somethin' 'Bout A Truck"", 'House Party', 'Get Your Shine On', 'Springsteen', 'Backroad Song', 'H.O.L.Y.', 'Homegrown', 'Drunk On A Plane', 'Drink In My Hand', 'Talladega', 'Honey Bee', 'Beat Of The Music', 'Confession', 'Dirt', 'American Country Love Song', 'Crash And Burn', 'American Kids', 'Dirt Road Anthem', 'Cruise', ""Runnin' Outta Moonlight"", 'Take Your Time', 'Make Me Wanna', 'Chicken Fried', ""Where It's At"", 'Toes', 'Country Girl (Shake It For Me)', ""Beachin'"", 'Stay A Little Longer', 'Anything Goes', 'Break Up In A Small Town', 'Body Like A Back Road', ""That's My Kind Of Night"", ""I'm Comin' Over"", 'Break Up with Him', 'Love You Like That', 'Somewhere On A Beach', 'This Is How We Roll', 'Die A Happy Man', 'Round Here', 'It Goes Like This', 'Knee Deep (feat. Jimmy Buffett)', 'Drunk On You', ""Whatever She's Got"", 'How Country Feels'})"
frozenset({'Beat Of The Music'}),"frozenset({'House Party', 'Play It Again', 'Barefoot Blue Jean Night', 'Crash And Burn', 'Leave The Night On', 'Get Me Some Of That', 'Homegrown', 'Die A Happy Man'})"
frozenset({'BedRock'}),"frozenset({""Buy U a Drank (Shawty Snappin')""})"
frozenset({'Big Rings'}),"frozenset({'Jumpman', 'One Dance', 'No Role Modelz'})"
"frozenset({'Black Beatles', 'Antidote'})",frozenset({'Broccoli (feat. Lil Yachty)'})
"frozenset({'Black Beatles', 'Bounce Back'})","frozenset({'iSpy (feat. Lil Yachty)', 'Congratulations', 'You Was Right', 'No Problem (feat. Lil Wayne & 2 Chainz)', 'T-Shirt', 'pick up the phone', 'Caroline', 'Bad and Boujee (feat. Lil Uzi Vert)', 'XO TOUR Llif3', 'Broccoli (feat. Lil Yachty)'})"
"frozenset({'Black Beatles', 'Chill Bill'})","frozenset({'iSpy (feat. Lil Yachty)', 'Caroline', 'Bounce Back', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Broccoli (feat. Lil Yachty)'})"
"frozenset({'Black Beatles', 'DNA.'})",frozenset({'HUMBLE.'})
"frozenset({'Black Beatles', 'Fake Love'})","frozenset({'iSpy (feat. Lil Yachty)', 'Congratulations', 'Caroline', 'HUMBLE.', 'Bounce Back', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Broccoli (feat. Lil Yachty)'})"
"frozenset({'Black Beatles', 'HUMBLE.', 'Mask Off'})","frozenset({'Bounce Back', 'Bad and Boujee (feat. Lil Uzi Vert)'})"
"frozenset({'Black Beatles', 'HUMBLE.'})","frozenset({'iSpy (feat. Lil Yachty)', 'Congratulations', 'DNA.', 'T-Shirt', 'Caroline', 'Mask Off', 'Fake Love', 'Bounce Back', 'goosebumps', 'Bad and Boujee (feat. Lil Uzi Vert)', 'XO TOUR Llif3', 'Broccoli (feat. Lil Yachty)'})"
"frozenset({'Black Beatles', 'Jumpman'})","frozenset({'Bad and Boujee (feat. Lil Uzi Vert)', 'Broccoli (feat. Lil Yachty)'})"
"frozenset({'Black Beatles', 'Low Life'})","frozenset({'Bad and Boujee (feat. Lil Uzi Vert)', 'Broccoli (feat. Lil Yachty)'})"
"frozenset({'Black Beatles', 'Mask Off', 'HUMBLE.'})",frozenset({'Bad and Boujee (feat. Lil Uzi Vert)'})
"frozenset({'Black Beatles', 'Mask Off'})","frozenset({'Broccoli (feat. Lil Yachty)', 'iSpy (feat. Lil Yachty)', 'Congratulations', 'T-Shirt', 'HUMBLE.', 'Caroline', 'Bounce Back', 'goosebumps', 'Bad and Boujee (feat. Lil Uzi Vert)', 'XO TOUR Llif3', 'Slippery (feat. Gucci Mane)'})"
"frozenset({'Black Beatles', 'Money Longer'})",frozenset({'Bad and Boujee (feat. Lil Uzi Vert)'})
"frozenset({'Black Beatles', 'No Problem (feat. Lil Wayne & 2 Chainz)'})","frozenset({'iSpy (feat. Lil Yachty)', 'Caroline', 'Broccoli (feat. Lil Yachty)'})"
"frozenset({'Black Beatles', 'Slippery (feat. Gucci Mane)'})","frozenset({'Bad and Boujee (feat. Lil Uzi Vert)', 'Mask Off'})"
"frozenset({'Black Beatles', 'Starboy'})",frozenset({'Broccoli (feat. Lil Yachty)'})
"frozenset({'Black Beatles', 'Swang'})","frozenset({'Bad and Boujee (feat. Lil Uzi Vert)', 'Broccoli (feat. Lil Yachty)'})"
"frozenset({'Black Beatles', 'T-Shirt', 'Bounce Back'})",frozenset({'Bad and Boujee (feat. Lil Uzi Vert)'})
"frozenset({'Black Beatles', 'T-Shirt', 'Mask Off'})",frozenset({'Bad and Boujee (feat. Lil Uzi Vert)'})
"frozenset({'Black Beatles', 'T-Shirt'})","frozenset({'iSpy (feat. Lil Yachty)', 'HUMBLE.', 'Caroline', 'Mask Off', 'Bounce Back', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Broccoli (feat. Lil Yachty)'})"
"frozenset({'Black Beatles', 'Tunnel Vision'})",frozenset({'Bad and Boujee (feat. Lil Uzi Vert)'})
"frozenset({'Black Beatles', 'White Iverson'})",frozenset({'Broccoli (feat. Lil Yachty)'})
"frozenset({'Black Beatles', 'X (feat. Future)'})","frozenset({'Bounce Back', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Caroline', 'Broccoli (feat. Lil Yachty)'})"
"frozenset({'Black Beatles', 'XO TOUR Llif3'})","frozenset({'HUMBLE.', 'Mask Off', 'Bounce Back', 'Bad and Boujee (feat. Lil Uzi Vert)'})"
"frozenset({'Black Beatles', 'You Was Right'})","frozenset({'Caroline', 'Bounce Back', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Broccoli (feat. Lil Yachty)'})"
"frozenset({'Black Beatles', 'goosebumps'})","frozenset({'iSpy (feat. Lil Yachty)', 'Congratulations', 'HUMBLE.', 'Mask Off', 'Caroline', 'Bounce Back', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Broccoli (feat. Lil Yachty)'})"
"frozenset({'Black Beatles', 'pick up the phone'})","frozenset({'iSpy (feat. Lil Yachty)', 'Caroline', 'Bounce Back', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Broccoli (feat. Lil Yachty)'})"
frozenset({'Black Beatles'}),"frozenset({'X (feat. Future)', 'Starboy', 'Congratulations', 'Needed Me', '2 Phones', 'Trap Queen', 'T-Shirt', 'Fake Love', 'Money Longer', 'Famous', 'Jumpman', 'Antidote', 'Tunnel Vision', 'White Iverson', 'No Type', 'Mask Off', 'goosebumps', 'Come Get Her', 'For Free', 'iSpy (feat. Lil Yachty)', 'DNA.', 'Controlla', 'You Was Right', 'No Problem (feat. Lil Wayne & 2 Chainz)', 'No Role Modelz', 'pick up the phone', 'Caroline', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Swang', 'Broccoli (feat. Lil Yachty)', 'Father Stretch My Hands Pt. 1', '679 (feat. Remy Boyz)', 'Too Good', 'Low Life', 'Pop Style', 'No Hands (feat. Roscoe Dash and Wale) - Explicit Album Version', 'Chill Bill', 'HUMBLE.', 'Deja Vu', 'One Night', 'Panda', 'Bounce Back', 'One Dance', 'XO TOUR Llif3', 'Slippery (feat. Gucci Mane)'})"
frozenset({'Blasé (feat. Future & Rae Sremmurd)'}),frozenset({'Jumpman'})
frozenset({'Blessings'}),"frozenset({'Jumpman', 'Broccoli (feat. Lil Yachty)', 'Low Life', 'No Role Modelz', 'No Problem (feat. Lil Wayne & 2 Chainz)'})"
frozenset({'Bodak Yellow'}),"frozenset({'HUMBLE.', 'Mask Off', 'Bounce Back', 'Bad and Boujee (feat. Lil Uzi Vert)', 'XO TOUR Llif3'})"
"frozenset({'Body Like A Back Road', 'House Party'})","frozenset({'T-Shirt', 'Crash And Burn', 'Leave The Night On', 'H.O.L.Y.', 'Die A Happy Man'})"
"frozenset({'Body Like A Back Road', 'Snapback'})",frozenset({'T-Shirt'})
frozenset({'Body Like A Back Road'}),"frozenset({'I Like The Sound Of That', 'Dirt On My Boots', 'Wagon Wheel', 'Snapback', 'Play It Again', ""Don't It"", 'Leave The Night On', 'Drunk On Your Love', ""In Case You Didn't Know"", 'T-Shirt', 'Song for Another Time', 'May We All', 'House Party', 'Craving You', 'Springsteen', 'Backroad Song', 'H.O.L.Y.', 'Drunk On A Plane', 'Homegrown', 'God, Your Mama, And Me', ""It Don't Hurt Like It Used To"", 'Confession', 'Star Of The Show', 'American Country Love Song', 'Crash And Burn', 'Barefoot Blue Jean Night', 'Make You Miss Me', 'Take Your Time', 'Hurricane', 'Anything Goes', 'Chicken Fried', 'Sleep Without You', 'Stay A Little Longer', 'Break Up In A Small Town', ""I'm Comin' Over"", 'Sunshine & Whiskey', 'Break Up with Him', 'Somewhere On A Beach', 'This Is How We Roll', 'Die A Happy Man', 'Head Over Boots'})"
